2020-06-14 16:16:23 INFO  BunchAppTests:16 - ********* The user clicks on Continue with SMS button *********
2020-06-15 14:35:57 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:38:15 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:38:21 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:38:23 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:38:23 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:38:25 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:39:27 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:39:33 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:39:35 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:39:35 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:39:38 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:40:28 INFO  BunchAppTests:56 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:40:33 INFO  BunchAppTests:56 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:44:36 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:44:42 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:44:44 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:44:56 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:45:02 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:45:05 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:45:05 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:45:07 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:45:07 INFO  BunchAppTests:62 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 14:49:24 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:49:30 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:49:32 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:49:44 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:50:04 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:50:09 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:50:31 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:50:32 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:50:43 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:50:49 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:50:51 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:50:51 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:50:53 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:50:53 INFO  BunchAppTests:62 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 14:52:28 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 14:52:34 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 14:52:36 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 14:52:49 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:52:56 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:52:58 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:52:58 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:53:00 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:53:01 INFO  BunchAppTests:62 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 14:54:16 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:54:22 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:54:24 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:54:24 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:54:26 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 14:54:26 INFO  BunchAppTests:62 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 14:57:27 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 14:57:33 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 14:57:35 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 14:57:35 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 14:57:37 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:00:31 INFO  BunchAppTests:62 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:00:50 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 15:00:56 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 15:00:58 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 15:01:10 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:01:16 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:01:18 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:01:18 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:01:20 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:01:55 INFO  BunchAppTests:62 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:03:20 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:03:25 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:03:28 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:03:28 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:03:30 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:04:24 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:04:45 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:05:05 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:05:43 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:05:50 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:05:52 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:05:52 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:05:53 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:07:20 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:07:25 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:07:27 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:07:27 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:07:29 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:08:14 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:08:20 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:08:22 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:08:22 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:08:24 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:11:43 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:11:49 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:11:51 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:11:51 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:11:54 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:13:06 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:13:07 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:13:07 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:13:31 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:13:37 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:13:39 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:13:39 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:13:42 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:13:47 INFO  BunchAppTests:64 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:16:47 INFO  BunchAppTests:20 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:16:54 INFO  BunchAppTests:24 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:16:56 INFO  BunchAppTests:29 - The Default Timezone is set to ==>US +1
2020-06-15 15:16:56 INFO  BunchAppTests:35 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:16:58 INFO  BunchAppTests:56 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:20:35 INFO  BunchAppTests:21 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:20:41 INFO  BunchAppTests:25 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:20:43 INFO  BunchAppTests:30 - The Default Timezone is set to ==>US +1
2020-06-15 15:20:43 INFO  BunchAppTests:36 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:20:45 INFO  BunchAppTests:57 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:23:06 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 15:23:11 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 15:23:13 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 15:23:26 INFO  BunchAppTests:21 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:23:33 INFO  BunchAppTests:25 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:23:35 INFO  BunchAppTests:30 - The Default Timezone is set to ==>US +1
2020-06-15 15:23:35 INFO  BunchAppTests:36 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:23:37 INFO  BunchAppTests:57 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:34:40 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:34:56 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:35:18 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:35:24 INFO  BunchAppTests:28 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:35:26 INFO  BunchAppTests:33 - The Default Timezone is set to ==>US +1
2020-06-15 15:35:26 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:35:28 INFO  BunchAppTests:60 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:35:30 INFO  BunchAppTests:73 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:37:11 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:37:17 INFO  BunchAppTests:28 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:37:20 INFO  BunchAppTests:33 - The Default Timezone is set to ==>US +1
2020-06-15 15:37:20 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:37:22 INFO  BunchAppTests:60 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:37:24 INFO  BunchAppTests:73 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:38:53 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:38:58 INFO  BunchAppTests:28 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:39:01 INFO  BunchAppTests:33 - The Default Timezone is set to ==>US +1
2020-06-15 15:39:01 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:39:03 INFO  BunchAppTests:60 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:39:54 INFO  BunchAppTests:73 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:40:21 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:40:27 INFO  BunchAppTests:28 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:40:29 INFO  BunchAppTests:33 - The Default Timezone is set to ==>US +1
2020-06-15 15:40:29 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:40:31 INFO  BunchAppTests:60 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:40:34 INFO  BunchAppTests:73 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:41:49 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:41:57 INFO  BunchAppTests:28 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:42:01 INFO  BunchAppTests:33 - The Default Timezone is set to ==>US +1
2020-06-15 15:42:01 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:42:04 INFO  BunchAppTests:60 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:42:07 INFO  BunchAppTests:78 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:43:22 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:43:28 INFO  BunchAppTests:28 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:43:30 INFO  BunchAppTests:33 - The Default Timezone is set to ==>US +1
2020-06-15 15:43:30 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:43:33 INFO  BunchAppTests:60 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:43:37 INFO  BunchAppTests:79 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:44:31 INFO  BunchAppTests:24 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:44:37 INFO  BunchAppTests:28 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:44:39 INFO  BunchAppTests:33 - The Default Timezone is set to ==>US +1
2020-06-15 15:44:39 INFO  BunchAppTests:39 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:44:41 INFO  BunchAppTests:60 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:45:01 INFO  BunchAppTests:79 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 15:46:45 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 15:46:51 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 15:46:53 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 15:46:53 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 15:46:56 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 15:46:58 INFO  BunchAppTests:66 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 16:01:31 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 16:01:39 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 16:01:41 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 16:01:41 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 16:01:43 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 16:01:44 INFO  BunchAppTests:65 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 16:30:09 INFO  BunchAppTests:14 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 16:30:09 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 16:41:28 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 16:41:28 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 16:52:13 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 16:52:13 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 16:53:45 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 16:53:45 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 16:55:55 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 16:55:55 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 16:56:11 INFO  BunchAppTests:33 - The first result returned after filtering is==>Jamaica
2020-06-15 17:04:58 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 17:04:58 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 17:05:05 INFO  BunchAppTests:21 - ******* Test Case - Filter by typing in a country name and verify the country name entered is returned on the top of the list ********
2020-06-15 17:05:12 INFO  BunchAppTests:36 - The first result returned after filtering is==>Jamaica
2020-06-15 17:05:12 INFO  BunchAppTests:44 - ********* Test Case - Validate on entering any special character in the filter field, no suggestions must be returned *******
2020-06-15 17:06:44 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 17:06:44 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 17:06:52 INFO  BunchAppTests:21 - ******* Test Case - Filter by typing in a country name and verify the country name entered is returned on the top of the list ********
2020-06-15 17:07:00 INFO  BunchAppTests:36 - The first result returned after filtering is==>Jamaica
2020-06-15 17:07:00 INFO  BunchAppTests:44 - ********* Test Case - Validate on entering any special character in the filter field, no suggestions must be returned *******
2020-06-15 17:08:16 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 17:08:16 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 17:08:23 INFO  BunchAppTests:21 - ******* Test Case - Filter by typing in a country name and verify the country name entered is returned on the top of the list ********
2020-06-15 17:08:30 INFO  BunchAppTests:36 - The first result returned after filtering is==>Jamaica
2020-06-15 17:08:30 INFO  BunchAppTests:44 - ********* Test Case - Validate on entering any special character in the filter field, no suggestions must be returned *******
2020-06-15 17:11:28 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 17:11:28 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 17:11:36 INFO  BunchAppTests:21 - ******* Test Case - Filter by typing in a country name and verify the country name entered is returned on the top of the list ********
2020-06-15 17:11:44 INFO  BunchAppTests:36 - The first result returned after filtering is==>Jamaica
2020-06-15 17:11:44 INFO  BunchAppTests:46 - ********* Test Case - Validate on entering any special character in the filter field, no suggestions must be returned *******
2020-06-15 17:16:40 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 17:16:40 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 17:16:47 INFO  BunchAppTests:21 - ******* Test Case - Filter by typing in a country name and verify the country name entered is returned on the top of the list ********
2020-06-15 17:16:55 INFO  BunchAppTests:36 - The first result returned after filtering is==>Jamaica
2020-06-15 17:16:55 INFO  BunchAppTests:46 - ********* Test Case - Validate on entering any special character in the filter field, no suggestions must be returned *******
2020-06-15 18:17:48 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 18:17:48 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 18:17:55 INFO  BunchAppTests:21 - ******* Test Case - Filter by typing in a country name and verify the country name entered is returned on the top of the list ********
2020-06-15 18:18:03 INFO  BunchAppTests:36 - The first result returned after filtering is==>Jamaica
2020-06-15 18:18:03 INFO  BunchAppTests:46 - ********* Test Case - Validate on entering any special character in the filter field, no suggestions must be returned *******
2020-06-15 18:18:08 INFO  BunchAppTests:68 - ******* Validate on clicking Close(X) button next to filter text field, the user is taken back to Registration using SMS page ********
2020-06-15 18:18:08 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 18:18:09 INFO  BunchAppTests:32 - The heading on registration page is ====>Enter your phone number
2020-06-15 18:19:03 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 18:19:08 INFO  BunchAppTests:26 - ****** Test Case - Validate the User is on Registration Page by reading the heading of the page*******
2020-06-15 18:19:21 INFO  BunchAppTests:19 - ***** Pre-requisite: The user clicks on Continue with SMS button to be on the Registration Page *****
2020-06-15 18:19:27 INFO  BunchAppTests:23 - ******** Test Case-Validate the default timezone is set to US on Registration page ********
2020-06-15 18:19:29 INFO  BunchAppTests:28 - The Default Timezone is set to ==>US +1
2020-06-15 18:19:29 INFO  BunchAppTests:34 - ********* Test Case-Validate the user is able to click on country button and lands on Country selection page with the list of countries *********
2020-06-15 18:19:31 INFO  BunchAppTests:55 - ****** Test Case-Validate the user can select a Country from the Country selection page and that is set as the country on Registration Page ******
2020-06-15 18:19:33 INFO  BunchAppTests:65 - The user returns back to Registration page and the country selection is displayed in the country code button
2020-06-15 18:19:46 INFO  BunchAppTests:15 - **** Pre-requisite: The user must be on Country selection page ********
2020-06-15 18:19:46 INFO  BunchAppTests:17 - ********* Test Case- Validate the user clicks on Continue with SMS button and lands on Registration Page *********
2020-06-15 18:19:54 INFO  BunchAppTests:21 - ******* Test Case - Filter by typing in a country name and verify the country name entered is returned on the top of the list ********
2020-06-15 18:20:01 INFO  BunchAppTests:36 - The first result returned after filtering is==>Jamaica
2020-06-15 18:20:01 INFO  BunchAppTests:46 - ********* Test Case - Validate on entering any special character in the filter field, no suggestions must be returned *******
